treatment_class,treatment,orig_var,variable,value,replacement
MappedCodeTransform,deviation_code,v_2886,v_2886_deviation_code,a,1.510172193502485
MappedCodeTransform,deviation_code,v_2886,v_2886_deviation_code,b,1.3799472146356087
MappedCodeTransform,prevalence_code,v_2886,v_2886_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_2886,v_2886_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_2886,v_2886_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2886,v_2886_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2174,v_2174_impact_code,a,0.00011855460044035986
MappedCodeTransform,impact_code,v_2174,v_2174_impact_code,b,-0.00014095632817770357
MappedCodeTransform,deviation_code,v_2174,v_2174_deviation_code,a,1.5012448586354512
MappedCodeTransform,deviation_code,v_2174,v_2174_deviation_code,b,1.374063586887288
MappedCodeTransform,prevalence_code,v_2174,v_2174_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_2174,v_2174_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_2174,v_2174_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2174,v_2174_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2556,v_2556_impact_code,a,0.1062810215057146
MappedCodeTransform,impact_code,v_2556,v_2556_impact_code,b,-0.08543854553003134
MappedCodeTransform,deviation_code,v_2556,v_2556_deviation_code,a,1.2740679459512958
MappedCodeTransform,deviation_code,v_2556,v_2556_deviation_code,b,1.5633986527417734
MappedCodeTransform,prevalence_code,v_2556,v_2556_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_2556,v_2556_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_2556,v_2556_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2556,v_2556_lev_a,a,1.0
MappedCodeTransform,impact_code,v_521,v_521_impact_code,a,-0.0049531107920802245
MappedCodeTransform,impact_code,v_521,v_521_impact_code,b,0.006462194976693334
MappedCodeTransform,deviation_code,v_521,v_521_deviation_code,a,1.548822762831606
MappedCodeTransform,deviation_code,v_521,v_521_deviation_code,b,1.328954596120195
MappedCodeTransform,prevalence_code,v_521,v_521_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_521,v_521_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_521,v_521_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_521,v_521_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2054,v_2054_impact_code,a,-0.07180134716277066
MappedCodeTransform,impact_code,v_2054,v_2054_impact_code,b,0.07765009842515695
MappedCodeTransform,deviation_code,v_2054,v_2054_deviation_code,a,1.5058285270515648
MappedCodeTransform,deviation_code,v_2054,v_2054_deviation_code,b,1.3616257271462702
MappedCodeTransform,prevalence_code,v_2054,v_2054_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_2054,v_2054_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_2054,v_2054_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2054,v_2054_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4254,v_4254_impact_code,a,-0.16609575543950442
MappedCodeTransform,impact_code,v_4254,v_4254_impact_code,b,0.24687482262034988
MappedCodeTransform,deviation_code,v_4254,v_4254_deviation_code,a,1.4389082512482791
MappedCodeTransform,deviation_code,v_4254,v_4254_deviation_code,b,1.3808329814914047
MappedCodeTransform,prevalence_code,v_4254,v_4254_prevalence_code,a,0.62
MappedCodeTransform,prevalence_code,v_4254,v_4254_prevalence_code,b,0.38
IndicatorCodeTransform,indicator_code,v_4254,v_4254_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4254,v_4254_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1845,v_1845_impact_code,a,-0.0528271168622256
MappedCodeTransform,impact_code,v_1845,v_1845_impact_code,b,0.04475404205016402
MappedCodeTransform,deviation_code,v_1845,v_1845_deviation_code,a,1.3590087361595562
MappedCodeTransform,deviation_code,v_1845,v_1845_deviation_code,b,1.5020718464532452
MappedCodeTransform,prevalence_code,v_1845,v_1845_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_1845,v_1845_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_1845,v_1845_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1845,v_1845_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2158,v_2158_impact_code,a,-0.00018325398733840827
MappedCodeTransform,impact_code,v_2158,v_2158_impact_code,b,0.00024011713135109317
MappedCodeTransform,deviation_code,v_2158,v_2158_deviation_code,a,1.5423358967275982
MappedCodeTransform,deviation_code,v_2158,v_2158_deviation_code,b,1.342164070748687
MappedCodeTransform,prevalence_code,v_2158,v_2158_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_2158,v_2158_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_2158,v_2158_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2158,v_2158_lev_a,a,1.0
MappedCodeTransform,impact_code,v_3756,v_3756_impact_code,a,0.0018546682244722926
MappedCodeTransform,impact_code,v_3756,v_3756_impact_code,b,-0.0014808155330046087
MappedCodeTransform,deviation_code,v_3756,v_3756_deviation_code,a,1.3529081125870377
MappedCodeTransform,deviation_code,v_3756,v_3756_deviation_code,b,1.5247180809228602
MappedCodeTransform,prevalence_code,v_3756,v_3756_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_3756,v_3756_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_3756,v_3756_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3756,v_3756_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2196,v_2196_impact_code,a,-0.00012879876998016823
MappedCodeTransform,impact_code,v_2196,v_2196_impact_code,b,0.00011122143659674346
MappedCodeTransform,deviation_code,v_2196,v_2196_deviation_code,a,1.3885101120955008
MappedCodeTransform,deviation_code,v_2196,v_2196_deviation_code,b,1.4971837541316508
MappedCodeTransform,prevalence_code,v_2196,v_2196_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_2196,v_2196_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_2196,v_2196_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2196,v_2196_lev_b,b,1.0
MappedCodeTransform,impact_code,v_366,v_366_impact_code,a,-0.002263614940342716
MappedCodeTransform,impact_code,v_366,v_366_impact_code,b,0.0020353432963659455
MappedCodeTransform,deviation_code,v_366,v_366_deviation_code,a,1.4002808980736383
MappedCodeTransform,deviation_code,v_366,v_366_deviation_code,b,1.4701004180682966
MappedCodeTransform,prevalence_code,v_366,v_366_prevalence_code,a,0.42
MappedCodeTransform,prevalence_code,v_366,v_366_prevalence_code,b,0.58
IndicatorCodeTransform,indicator_code,v_366,v_366_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_366,v_366_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2900,v_2900_impact_code,a,0.016268401429991416
MappedCodeTransform,impact_code,v_2900,v_2900_impact_code,b,-0.01681531359331939
MappedCodeTransform,deviation_code,v_2900,v_2900_deviation_code,a,1.439673457565847
MappedCodeTransform,deviation_code,v_2900,v_2900_deviation_code,b,1.4397317887637602
MappedCodeTransform,prevalence_code,v_2900,v_2900_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_2900,v_2900_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_2900,v_2900_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2900,v_2900_lev_b,b,1.0
MappedCodeTransform,impact_code,v_64,v_64_impact_code,a,-0.0004815758727648213
MappedCodeTransform,impact_code,v_64,v_64_impact_code,b,0.00048292421362614675
MappedCodeTransform,deviation_code,v_64,v_64_deviation_code,a,1.4448299445204067
MappedCodeTransform,deviation_code,v_64,v_64_deviation_code,b,1.439339129041417
MappedCodeTransform,prevalence_code,v_64,v_64_prevalence_code,a,0.41
MappedCodeTransform,prevalence_code,v_64,v_64_prevalence_code,b,0.59
IndicatorCodeTransform,indicator_code,v_64,v_64_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_64,v_64_lev_a,a,1.0
MappedCodeTransform,impact_code,v_362,v_362_impact_code,a,-0.08308920676950166
MappedCodeTransform,impact_code,v_362,v_362_impact_code,b,0.10687951890026498
MappedCodeTransform,deviation_code,v_362,v_362_deviation_code,a,1.4960100427718683
MappedCodeTransform,deviation_code,v_362,v_362_deviation_code,b,1.3421711636630833
MappedCodeTransform,prevalence_code,v_362,v_362_prevalence_code,a,0.57
MappedCodeTransform,prevalence_code,v_362,v_362_prevalence_code,b,0.43
IndicatorCodeTransform,indicator_code,v_362,v_362_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_362,v_362_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3769,v_3769_impact_code,a,0.00053556870852539
MappedCodeTransform,impact_code,v_3769,v_3769_impact_code,b,-0.0005893013020862061
MappedCodeTransform,deviation_code,v_3769,v_3769_deviation_code,a,1.4730341152089585
MappedCodeTransform,deviation_code,v_3769,v_3769_deviation_code,b,1.4036037792701686
MappedCodeTransform,prevalence_code,v_3769,v_3769_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_3769,v_3769_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_3769,v_3769_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3769,v_3769_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1981,v_1981_impact_code,a,-0.280700692631386
MappedCodeTransform,impact_code,v_1981,v_1981_impact_code,b,0.30342892940421096
MappedCodeTransform,deviation_code,v_1981,v_1981_deviation_code,a,1.4219352602390187
MappedCodeTransform,deviation_code,v_1981,v_1981_deviation_code,b,1.3753215778251977
MappedCodeTransform,prevalence_code,v_1981,v_1981_prevalence_code,a,0.52
MappedCodeTransform,prevalence_code,v_1981,v_1981_prevalence_code,b,0.48
IndicatorCodeTransform,indicator_code,v_1981,v_1981_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1981,v_1981_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2132,v_2132_impact_code,a,0.10665571805436665
MappedCodeTransform,impact_code,v_2132,v_2132_impact_code,b,-0.08917570643214251
MappedCodeTransform,deviation_code,v_2132,v_2132_deviation_code,a,1.3293319631428546
MappedCodeTransform,deviation_code,v_2132,v_2132_deviation_code,b,1.516471270508501
MappedCodeTransform,prevalence_code,v_2132,v_2132_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_2132,v_2132_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_2132,v_2132_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2132,v_2132_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2404,v_2404_impact_code,a,-0.021425901062849063
MappedCodeTransform,impact_code,v_2404,v_2404_impact_code,b,0.01574223640650597
MappedCodeTransform,deviation_code,v_2404,v_2404_deviation_code,a,1.28585579385685
MappedCodeTransform,deviation_code,v_2404,v_2404_deviation_code,b,1.5838415189773345
MappedCodeTransform,prevalence_code,v_2404,v_2404_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_2404,v_2404_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_2404,v_2404_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2404,v_2404_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1071,v_1071_impact_code,a,0.3235385290816719
MappedCodeTransform,impact_code,v_1071,v_1071_impact_code,b,-0.2698344189940744
MappedCodeTransform,deviation_code,v_1071,v_1071_deviation_code,a,1.371767505009691
MappedCodeTransform,deviation_code,v_1071,v_1071_deviation_code,b,1.4208085102326706
MappedCodeTransform,prevalence_code,v_1071,v_1071_prevalence_code,a,0.45
MappedCodeTransform,prevalence_code,v_1071,v_1071_prevalence_code,b,0.55
IndicatorCodeTransform,indicator_code,v_1071,v_1071_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1071,v_1071_lev_a,a,1.0
MappedCodeTransform,impact_code,v_662,v_662_impact_code,a,-0.07069225835676338
MappedCodeTransform,impact_code,v_662,v_662_impact_code,b,0.05745639560059507
MappedCodeTransform,deviation_code,v_662,v_662_deviation_code,a,1.3611498700822464
MappedCodeTransform,deviation_code,v_662,v_662_deviation_code,b,1.4906284095116724
MappedCodeTransform,prevalence_code,v_662,v_662_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_662,v_662_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_662,v_662_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_662,v_662_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2660,v_2660_impact_code,a,-0.04392459621433287
MappedCodeTransform,impact_code,v_2660,v_2660_impact_code,b,0.054514356097135085
MappedCodeTransform,deviation_code,v_2660,v_2660_deviation_code,a,1.5620647797788982
MappedCodeTransform,deviation_code,v_2660,v_2660_deviation_code,b,1.299203033143377
MappedCodeTransform,prevalence_code,v_2660,v_2660_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_2660,v_2660_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_2660,v_2660_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2660,v_2660_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1469,v_1469_impact_code,a,0.01829195859069672
MappedCodeTransform,impact_code,v_1469,v_1469_impact_code,b,-0.020586314069960067
MappedCodeTransform,deviation_code,v_1469,v_1469_deviation_code,a,1.4892561931530954
MappedCodeTransform,deviation_code,v_1469,v_1469_deviation_code,b,1.385615466800173
MappedCodeTransform,prevalence_code,v_1469,v_1469_prevalence_code,a,0.51
MappedCodeTransform,prevalence_code,v_1469,v_1469_prevalence_code,b,0.49
IndicatorCodeTransform,indicator_code,v_1469,v_1469_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1469,v_1469_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1863,v_1863_impact_code,a,-0.06548064549115323
MappedCodeTransform,impact_code,v_1863,v_1863_impact_code,b,0.07554272192510958
MappedCodeTransform,deviation_code,v_1863,v_1863_deviation_code,a,1.463105918625131
MappedCodeTransform,deviation_code,v_1863,v_1863_deviation_code,b,1.3987087220706695
MappedCodeTransform,prevalence_code,v_1863,v_1863_prevalence_code,a,0.55
MappedCodeTransform,prevalence_code,v_1863,v_1863_prevalence_code,b,0.45
IndicatorCodeTransform,indicator_code,v_1863,v_1863_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1863,v_1863_lev_b,b,1.0
MappedCodeTransform,impact_code,v_735,v_735_impact_code,a,0.22840634104368945
MappedCodeTransform,impact_code,v_735,v_735_impact_code,b,-0.17749464211678806
MappedCodeTransform,deviation_code,v_735,v_735_deviation_code,a,1.4092576786267008
MappedCodeTransform,deviation_code,v_735,v_735_deviation_code,b,1.423090468943511
MappedCodeTransform,prevalence_code,v_735,v_735_prevalence_code,a,0.42
MappedCodeTransform,prevalence_code,v_735,v_735_prevalence_code,b,0.58
IndicatorCodeTransform,indicator_code,v_735,v_735_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_735,v_735_lev_a,a,1.0
MappedCodeTransform,impact_code,v_426,v_426_impact_code,a,0.0039165580852444926
MappedCodeTransform,impact_code,v_426,v_426_impact_code,b,-0.004802661604387519
MappedCodeTransform,deviation_code,v_426,v_426_deviation_code,a,1.5060268999411137
MappedCodeTransform,deviation_code,v_426,v_426_deviation_code,b,1.3569638858756932
MappedCodeTransform,prevalence_code,v_426,v_426_prevalence_code,a,0.55
MappedCodeTransform,prevalence_code,v_426,v_426_prevalence_code,b,0.45
IndicatorCodeTransform,indicator_code,v_426,v_426_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_426,v_426_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3129,v_3129_impact_code,a,-0.008719056401489095
MappedCodeTransform,impact_code,v_3129,v_3129_impact_code,b,0.0069844748707673
MappedCodeTransform,deviation_code,v_3129,v_3129_deviation_code,a,1.3464343154739358
MappedCodeTransform,deviation_code,v_3129,v_3129_deviation_code,b,1.5190528862368393
MappedCodeTransform,prevalence_code,v_3129,v_3129_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_3129,v_3129_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_3129,v_3129_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3129,v_3129_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2667,v_2667_impact_code,a,-0.0005236578933631871
MappedCodeTransform,impact_code,v_2667,v_2667_impact_code,b,0.0005292712065499711
MappedCodeTransform,deviation_code,v_2667,v_2667_deviation_code,a,1.4474375708791638
MappedCodeTransform,deviation_code,v_2667,v_2667_deviation_code,b,1.436973665694615
MappedCodeTransform,prevalence_code,v_2667,v_2667_prevalence_code,a,0.44
MappedCodeTransform,prevalence_code,v_2667,v_2667_prevalence_code,b,0.56
IndicatorCodeTransform,indicator_code,v_2667,v_2667_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_2667,v_2667_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1833,v_1833_impact_code,a,0.017386145145772934
MappedCodeTransform,impact_code,v_1833,v_1833_impact_code,b,-0.013510182857328124
MappedCodeTransform,deviation_code,v_1833,v_1833_deviation_code,a,1.3203427140483248
MappedCodeTransform,deviation_code,v_1833,v_1833_deviation_code,b,1.550132333407622
MappedCodeTransform,prevalence_code,v_1833,v_1833_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_1833,v_1833_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_1833,v_1833_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1833,v_1833_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1945,v_1945_impact_code,a,0.004405781986653045
MappedCodeTransform,impact_code,v_1945,v_1945_impact_code,b,-0.0029354294165694892
MappedCodeTransform,deviation_code,v_1945,v_1945_deviation_code,a,1.2574339767796
MappedCodeTransform,deviation_code,v_1945,v_1945_deviation_code,b,1.5419260170224312
MappedCodeTransform,prevalence_code,v_1945,v_1945_prevalence_code,a,0.38
MappedCodeTransform,prevalence_code,v_1945,v_1945_prevalence_code,b,0.62
IndicatorCodeTransform,indicator_code,v_1945,v_1945_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1945,v_1945_lev_a,a,1.0
MappedCodeTransform,impact_code,v_2019,v_2019_impact_code,a,-0.061108715208027964
MappedCodeTransform,impact_code,v_2019,v_2019_impact_code,b,0.05277115201584339
MappedCodeTransform,deviation_code,v_2019,v_2019_deviation_code,a,1.338050182742555
MappedCodeTransform,deviation_code,v_2019,v_2019_deviation_code,b,1.527466780965131
MappedCodeTransform,prevalence_code,v_2019,v_2019_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_2019,v_2019_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_2019,v_2019_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2019,v_2019_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3935,v_3935_impact_code,a,-0.003467846780451223
MappedCodeTransform,impact_code,v_3935,v_3935_impact_code,b,0.0065148911170295086
MappedCodeTransform,deviation_code,v_3935,v_3935_deviation_code,a,1.6682187067844794
MappedCodeTransform,deviation_code,v_3935,v_3935_deviation_code,b,1.1704156971480668
MappedCodeTransform,prevalence_code,v_3935,v_3935_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_3935,v_3935_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_3935,v_3935_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_3935,v_3935_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3068,v_3068_impact_code,a,-2.6702659488277115e-05
MappedCodeTransform,impact_code,v_3068,v_3068_impact_code,b,3.4801089113147086e-05
MappedCodeTransform,deviation_code,v_3068,v_3068_deviation_code,a,1.537909025233332
MappedCodeTransform,deviation_code,v_3068,v_3068_deviation_code,b,1.3427856904057591
MappedCodeTransform,prevalence_code,v_3068,v_3068_prevalence_code,a,0.49
MappedCodeTransform,prevalence_code,v_3068,v_3068_prevalence_code,b,0.51
IndicatorCodeTransform,indicator_code,v_3068,v_3068_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3068,v_3068_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4009,v_4009_impact_code,a,-0.03413480810846476
MappedCodeTransform,impact_code,v_4009,v_4009_impact_code,b,0.044389066104409645
MappedCodeTransform,deviation_code,v_4009,v_4009_deviation_code,a,1.521508344159724
MappedCodeTransform,deviation_code,v_4009,v_4009_deviation_code,b,1.322681930467647
MappedCodeTransform,prevalence_code,v_4009,v_4009_prevalence_code,a,0.56
MappedCodeTransform,prevalence_code,v_4009,v_4009_prevalence_code,b,0.44
IndicatorCodeTransform,indicator_code,v_4009,v_4009_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4009,v_4009_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4068,v_4068_impact_code,a,0.20139348636348833
MappedCodeTransform,impact_code,v_4068,v_4068_impact_code,b,-0.17511814675175477
MappedCodeTransform,deviation_code,v_4068,v_4068_deviation_code,a,1.2029607336204549
MappedCodeTransform,deviation_code,v_4068,v_4068_deviation_code,b,1.6072153971087106
MappedCodeTransform,prevalence_code,v_4068,v_4068_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_4068,v_4068_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_4068,v_4068_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4068,v_4068_lev_b,b,1.0
MappedCodeTransform,impact_code,v_825,v_825_impact_code,a,-0.11145530769015692
MappedCodeTransform,impact_code,v_825,v_825_impact_code,b,0.13196045732397763
MappedCodeTransform,deviation_code,v_825,v_825_deviation_code,a,1.4884524602456366
MappedCodeTransform,deviation_code,v_825,v_825_deviation_code,b,1.3553725957799152
MappedCodeTransform,prevalence_code,v_825,v_825_prevalence_code,a,0.54
MappedCodeTransform,prevalence_code,v_825,v_825_prevalence_code,b,0.46
IndicatorCodeTransform,indicator_code,v_825,v_825_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_825,v_825_lev_b,b,1.0
MappedCodeTransform,impact_code,v_1523,v_1523_impact_code,a,0.00020464311643202853
MappedCodeTransform,impact_code,v_1523,v_1523_impact_code,b,-0.00016536897243799443
MappedCodeTransform,deviation_code,v_1523,v_1523_deviation_code,a,1.3566364975133993
MappedCodeTransform,deviation_code,v_1523,v_1523_deviation_code,b,1.5128633597006977
MappedCodeTransform,prevalence_code,v_1523,v_1523_prevalence_code,a,0.47
MappedCodeTransform,prevalence_code,v_1523,v_1523_prevalence_code,b,0.53
IndicatorCodeTransform,indicator_code,v_1523,v_1523_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_1523,v_1523_lev_a,a,1.0
MappedCodeTransform,impact_code,v_4663,v_4663_impact_code,a,0.00250707299903034
MappedCodeTransform,impact_code,v_4663,v_4663_impact_code,b,-0.002256649205330201
MappedCodeTransform,deviation_code,v_4663,v_4663_deviation_code,a,1.4011594313889701
MappedCodeTransform,deviation_code,v_4663,v_4663_deviation_code,b,1.4998918934288747
MappedCodeTransform,prevalence_code,v_4663,v_4663_prevalence_code,a,0.6
MappedCodeTransform,prevalence_code,v_4663,v_4663_prevalence_code,b,0.4
IndicatorCodeTransform,indicator_code,v_4663,v_4663_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4663,v_4663_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4154,v_4154_impact_code,a,0.1263418483103487
MappedCodeTransform,impact_code,v_4154,v_4154_impact_code,b,-0.1477915120957667
MappedCodeTransform,deviation_code,v_4154,v_4154_deviation_code,a,1.423681811807418
MappedCodeTransform,deviation_code,v_4154,v_4154_deviation_code,b,1.4309060375571518
MappedCodeTransform,prevalence_code,v_4154,v_4154_prevalence_code,a,0.56
MappedCodeTransform,prevalence_code,v_4154,v_4154_prevalence_code,b,0.44
IndicatorCodeTransform,indicator_code,v_4154,v_4154_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4154,v_4154_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4230,v_4230_impact_code,a,-0.0010665830818398733
MappedCodeTransform,impact_code,v_4230,v_4230_impact_code,b,0.0010511578322471272
MappedCodeTransform,deviation_code,v_4230,v_4230_deviation_code,a,1.4359599393872442
MappedCodeTransform,deviation_code,v_4230,v_4230_deviation_code,b,1.4469675903664152
MappedCodeTransform,prevalence_code,v_4230,v_4230_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_4230,v_4230_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_4230,v_4230_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4230,v_4230_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4115,v_4115_impact_code,a,-0.01829028241657347
MappedCodeTransform,impact_code,v_4115,v_4115_impact_code,b,0.026943795735469477
MappedCodeTransform,deviation_code,v_4115,v_4115_deviation_code,a,1.554613466874027
MappedCodeTransform,deviation_code,v_4115,v_4115_deviation_code,b,1.2614652851136252
MappedCodeTransform,prevalence_code,v_4115,v_4115_prevalence_code,a,0.58
MappedCodeTransform,prevalence_code,v_4115,v_4115_prevalence_code,b,0.42
IndicatorCodeTransform,indicator_code,v_4115,v_4115_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_4115,v_4115_lev_b,b,1.0
MappedCodeTransform,impact_code,v_3109,v_3109_impact_code,a,-0.005273800117746186
MappedCodeTransform,impact_code,v_3109,v_3109_impact_code,b,0.004577320100224615
MappedCodeTransform,deviation_code,v_3109,v_3109_deviation_code,a,1.3835447215538728
MappedCodeTransform,deviation_code,v_3109,v_3109_deviation_code,b,1.4918652703519601
MappedCodeTransform,prevalence_code,v_3109,v_3109_prevalence_code,a,0.48
MappedCodeTransform,prevalence_code,v_3109,v_3109_prevalence_code,b,0.52
IndicatorCodeTransform,indicator_code,v_3109,v_3109_lev_b,b,1.0
IndicatorCodeTransform,indicator_code,v_3109,v_3109_lev_a,a,1.0
MappedCodeTransform,impact_code,v_1350,v_1350_impact_code,a,0.14907727473926297
MappedCodeTransform,impact_code,v_1350,v_1350_impact_code,b,-0.18238350647150148
MappedCodeTransform,deviation_code,v_1350,v_1350_deviation_code,a,1.3912535105052586
MappedCodeTransform,deviation_code,v_1350,v_1350_deviation_code,b,1.4657032396622618
MappedCodeTransform,prevalence_code,v_1350,v_1350_prevalence_code,a,0.58
MappedCodeTransform,prevalence_code,v_1350,v_1350_prevalence_code,b,0.42
IndicatorCodeTransform,indicator_code,v_1350,v_1350_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_1350,v_1350_lev_b,b,1.0
MappedCodeTransform,impact_code,v_2499,v_2499_impact_code,a,-0.0047111248968123255
MappedCodeTransform,impact_code,v_2499,v_2499_impact_code,b,0.0040229079563995915
MappedCodeTransform,deviation_code,v_2499,v_2499_deviation_code,a,1.3764399432015364
MappedCodeTransform,deviation_code,v_2499,v_2499_deviation_code,b,1.5027887929048624
MappedCodeTransform,prevalence_code,v_2499,v_2499_prevalence_code,a,0.5
MappedCodeTransform,prevalence_code,v_2499,v_2499_prevalence_code,b,0.5
IndicatorCodeTransform,indicator_code,v_2499,v_2499_lev_a,a,1.0
IndicatorCodeTransform,indicator_code,v_2499,v_2499_lev_b,b,1.0
MappedCodeTransform,impact_code,v_4501,v_4501_impact_code,a,0.028466471596230076
MappedCodeTransform,impact_code,v_4501,v_4501_impact_code,b,-0.023529410951984735
